Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2
25,2,2,78285,0,0,28/10/2013,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0
35,3,1,31626,1,0,05/10/2013,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0
62,1,1,75127,0,0,22/05/2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0
58,1,2,48726,0,1,27/04/2013,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0
35,1,2,74985,0,0,09/11/2012,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0
25,1,3,67430,0,0,09/05/2012,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0
48,4,2,46891,0,1,09/01/2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0
57,2,2,62058,0,1,26/05/2013,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0
34,1,2,72063,0,1,07/03/2013,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0
62,3,2,78939,0,0,12/12/2013,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0
48,1,1,42720,1,1,24/04/2013,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0
41,1,2,33622,1,1,13/04/2013,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0
55,3,3,6835,0,1,12/08/2012,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0
60,1,3,41452,1,1,03/06/2013,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0
48,3,1,40760,0,1,30/08/2013,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0
56,3,3,74250,0,0,26/01/2014,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0
58,2,1,51124,1,1,18/12/2013,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0
42,1,1,72258,0,1,09/12/2013,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0
40,3,1,71466,0,0,04/05/2014,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0
38,1,3,36283,1,1,14/04/2014,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0
44,1,1,20587,1,0,05/11/2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0
42,1,2,30467,1,0,19/03/2014,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0
41,1,3,31590,1,0,18/06/2013,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0
26,0,2,20425,1,0,29/10/2012,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0
54,2,3,17144,1,1,15/02/2014,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0
45,3,4,42564,0,1,01/02/2013,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0
36,2,2,43783,1,0,29/05/2014,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0
36,1,4,40780,0,1,09/08/2012,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0
68,2,3,62847,0,0,15/01/2013,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0
55,3,2,82017,0,0,11/07/2012,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0
63,1,1,16813,0,0,19/07/2013,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0
35,1,2,51267,1,1,29/10/2013,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0
52,1,1,46524,0,1,04/05/2013,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0
51,2,1,45183,0,0,20/01/2013,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0
60,3,2,70421,0,1,28/06/2014,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0
47,4,4,60161,0,1,23/10/2012,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0
40,1,3,73926,0,0,03/02/2013,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0
45,1,2,19329,1,0,14/12/2013,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0
43,2,2,61872,0,1,13/12/2013,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0
57,1,5,46984,1,1,26/03/2013,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0
62,1,2,34838,1,1,19/01/2013,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0
69,3,1,82716,0,0,11/05/2013,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0
55,1,2,48192,0,0,04/06/2013,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1
37,2,2,49681,0,2,11/04/2013,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0
43,2,2,56850,0,1,23/03/2014,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0
56,1,2,55267,0,1,21/10/2013,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0
41,1,2,59666,1,1,22/03/2013,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0
41,1,1,72504,0,1,04/06/2013,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0
32,1,2,26872,0,0,16/10/2013,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0
41,1,1,21359,1,0,20/04/2013,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0
39,1,1,73170,0,0,31/05/2014,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0
58,2,2,52750,0,1,02/04/2013,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0
27,3,3,91820,0,0,23/11/2013,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0
44,3,3,65968,0,1,05/12/2014,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0
38,1,2,30772,1,1,03/12/2014,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0
58,1,1,22507,0,0,24/11/2012,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0
42,1,2,65685,0,1,29/03/2014,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0
35,4,2,25804,1,0,09/01/2013,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0
33,3,1,76412,0,0,05/05/2013,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0
41,1,2,22063,1,0,08/08/2013,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0
53,1,1,57091,0,0,15/06/2014,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1
50,1,2,22419,0,0,18/04/2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0
54,1,3,87771,0,1,22/05/2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1
54,4,4,78353,0,1,16/04/2013,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0
59,1,2,93404,1,2,05/07/2013,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0
51,1,4,37859,1,2,01/12/2013,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0
55,3,5,80995,0,1,05/11/2013,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0
30,1,3,16529,1,0,03/01/2014,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0
37,3,4,55412,1,1,22/11/2013,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0
20,1,1,48789,0,0,09/10/2012,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0
46,3,3,56575,0,2,05/05/2013,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0
33,4,3,25130,1,0,10/02/2013,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0
46,1,2,35441,1,1,14/02/2013,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0
57,1,2,71391,0,1,29/03/2013,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0
41,2,1,49494,1,0,25/04/2013,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0
32,1,4,81702,0,0,23/09/2012,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0
33,4,1,45889,0,1,07/02/2013,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0
37,1,1,56628,0,1,21/03/2014,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0
63,1,3,34026,1,1,08/05/2013,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0
38,1,2,40049,0,1,29/11/2012,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0
26,1,1,34176,1,0,05/12/2014,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0
31,1,2,19419,1,0,11/10/2012,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0
53,4,2,82504,0,0,27/07/2013,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0
44,1,3,81205,0,0,13/01/2014,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1
21,4,1,61618,0,0,29/09/2012,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0
56,2,1,55284,0,1,24/12/2012,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0
50,1,1,49980,0,1,23/10/2013,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0
33,1,2,15072,2,0,05/10/2013,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0
39,1,1,49166,0,1,13/06/2013,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0
60,3,2,65324,0,1,01/11/2014,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0
55,4,2,82347,0,0,11/06/2012,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0
48,3,3,30843,1,1,26/05/2014,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0
40,3,2,46374,0,1,17/03/2014,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0
34,1,1,60474,0,1,04/01/2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0
41,2,2,38576,0,1,03/04/2014,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0
28,1,2,55357,2,0,19/02/2013,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0
46,1,3,37758,1,1,10/04/2012,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0
24,4,2,85710,0,0,05/05/2013,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0
45,1,3,23228,1,0,26/01/2014,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0
45,2,3,44602,1,1,15/02/2014,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0
26,1,2,7500,0,0,01/09/2013,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0
23,4,3,38683,1,0,10/04/2012,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0
38,4,1,49514,1,0,17/12/2013,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0
40,3,3,57906,0,1,06/11/2013,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0
47,2,1,43456,0,1,26/03/2013,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0
27,2,1,19485,2,0,24/09/2013,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0
35,1,3,53172,0,1,05/06/2013,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0
33,1,3,30545,1,0,17/10/2012,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0
30,3,3,70123,0,0,28/09/2013,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1
55,1,1,62450,0,1,01/06/2014,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0
38,1,3,21675,1,0,06/11/2014,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0
33,4,1,42395,1,1,04/04/2014,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0
35,2,3,61346,1,0,10/06/2013,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0
60,1,3,80812,0,0,17/09/2013,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0
42,2,4,42835,1,1,30/06/2013,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0
30,1,2,39922,1,0,14/02/2013,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0
58,2,1,86424,0,0,04/05/2014,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0
35,4,3,17117,1,0,17/01/2013,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0
42,1,1,24762,1,0,02/10/2014,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0
37,1,2,35797,0,1,16/10/2012,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0
38,1,4,36627,2,0,23/07/2013,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0
33,4,2,51111,1,1,19/06/2014,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0
40,3,1,86857,0,0,09/12/2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0
43,3,3,82072,0,0,07/02/2013,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0
59,3,1,46231,2,1,26/11/2012,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0
54,1,2,42243,1,1,12/11/2013,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0
51,1,3,51195,1,1,04/01/2013,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0
35,2,1,68092,0,0,16/12/2013,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0
40,1,2,31814,1,0,02/09/2013,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0
47,2,5,51390,1,1,09/08/2012,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0
31,1,2,76630,0,0,14/01/2014,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0
23,0,1,26868,1,0,30/04/2014,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0
70,3,4,48948,0,0,02/01/2013,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0
40,3,1,55260,0,1,12/12/2012,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0
57,1,3,64090,0,1,08/07/2013,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0
56,1,4,78331,0,1,23/01/2014,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0
39,3,2,37087,1,0,08/11/2013,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0
27,1,4,21846,1,0,22/10/2013,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0
55,1,2,81320,0,0,02/06/2013,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0
43,1,4,54137,0,1,16/08/2013,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0
46,1,3,66825,0,0,14/07/2013,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0
40,1,3,57100,0,0,12/04/2013,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0
44,1,3,58917,1,2,24/03/2013,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0
37,1,1,85072,0,0,04/09/2014,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0
52,1,1,86429,0,0,21/11/2013,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0
42,1,5,45684,1,0,12/02/2013,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0
40,1,3,47889,1,0,01/04/2014,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0
28,3,2,45921,0,0,03/10/2014,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0
47,3,1,78420,0,0,29/06/2013,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0
21,1,3,75114,0,0,11/07/2013,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0
50,3,5,52278,0,1,25/01/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0
41,2,2,35641,1,0,14/07/2013,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0
18,1,1,95529,0,0,12/03/2012,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0
59,1,2,62820,0,0,05/11/2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0
53,2,3,73113,0,0,26/12/2013,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0
31,3,2,84169,0,0,08/07/2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0
59,4,1,42607,0,1,17/11/2013,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0
59,3,1,74637,0,0,18/05/2013,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0
59,3,3,46015,1,1,13/04/2014,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1
20,1,1,72354,0,0,17/04/2013,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0
44,2,1,39858,1,0,24/01/2013,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0
66,3,2,34469,1,1,05/04/2014,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0
28,1,3,83033,1,0,18/05/2014,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0
33,2,3,24401,0,0,31/08/2012,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0
36,1,2,77583,0,0,02/10/2014,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0
31,4,1,74116,0,0,30/12/2013,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0
21,1,1,74293,0,0,05/04/2014,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0
37,3,2,68397,0,1,17/11/2013,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0
40,3,3,79632,0,0,04/08/2014,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0
25,1,1,46107,1,0,02/10/2014,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0
61,3,1,64950,0,1,08/12/2012,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0
23,0,2,25443,1,0,22/12/2012,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0
62,1,1,75127,0,0,22/05/2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0
43,3,3,32892,1,0,25/05/2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0
42,1,3,71796,0,0,24/10/2013,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0
43,3,2,67536,0,1,22/05/2013,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0
42,1,1,55239,0,1,14/07/2013,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0
38,3,4,60554,1,0,08/09/2013,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0
61,4,1,64831,1,1,06/10/2013,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0
51,3,3,56067,0,1,20/07/2013,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0
30,1,4,82025,0,0,28/05/2013,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0
60,1,3,94384,0,0,03/04/2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0
26,0,1,14906,0,0,22/12/2012,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0
25,3,2,51563,0,0,10/01/2012,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0
32,4,2,57937,0,1,16/02/2014,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0
34,1,4,68274,1,1,30/09/2013,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0
36,1,3,39771,1,0,12/06/2013,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0
37,4,4,67893,0,1,10/01/2012,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0
35,3,3,27922,1,0,05/10/2014,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0
38,3,3,52190,1,1,05/08/2014,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0
40,2,4,44051,1,1,29/01/2013,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0
42,3,1,42767,2,0,05/11/2013,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0
38,2,3,46106,1,1,05/11/2014,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0
37,3,2,16927,1,1,02/10/2013,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0
47,1,2,59754,0,1,12/01/2012,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0
60,1,1,53700,0,1,17/08/2012,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0
41,1,2,59041,1,1,05/07/2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0
56,3,4,54237,0,1,27/04/2013,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0
45,1,4,70647,0,1,21/09/2012,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0
52,3,1,52597,0,1,05/07/2014,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0
43,2,3,41021,1,0,30/12/2012,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0
38,3,2,40233,0,1,14/10/2013,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0
34,1,2,50183,1,1,25/06/2014,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0
54,1,3,54753,0,1,09/12/2013,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0
40,1,2,92955,0,0,19/08/2013,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0
39,1,2,33471,1,0,10/12/2012,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0
39,3,2,34596,1,0,13/04/2013,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0
32,1,3,44010,1,0,13/10/2012,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0
26,1,2,84219,0,0,02/02/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0
45,3,3,40706,2,1,17/01/2013,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0
24,4,2,15716,1,0,11/12/2012,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0
54,4,4,59052,0,1,17/11/2013,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0
41,2,3,80573,0,0,14/10/2012,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0
52,1,2,83715,0,0,02/03/2014,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0
53,2,3,82576,0,0,08/01/2012,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0
48,2,2,56962,2,1,10/11/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0
62,1,2,35704,1,1,01/03/2014,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0
59,1,3,53103,0,1,09/12/2013,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0
53,4,5,46779,1,1,07/12/2013,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0
49,1,4,4861,0,0,22/06/2014,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0
34,2,4,33462,1,0,08/07/2013,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0
35,1,4,63693,0,1,14/10/2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0
63,1,2,80763,0,0,15/08/2013,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0
39,3,2,65352,0,1,21/08/2013,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0
35,3,2,82170,0,0,25/11/2013,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0
44,1,2,75759,0,0,25/10/2013,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0
37,4,1,79689,0,0,05/12/2013,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0
58,3,5,35340,1,1,29/06/2014,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0
60,1,4,85683,0,0,21/03/2014,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1
40,4,2,24884,1,0,29/11/2012,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0
31,2,3,42021,1,0,31/08/2012,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0
25,1,1,64449,1,0,18/02/2014,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0
60,1,4,64587,1,1,22/06/2014,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0
19,1,1,34824,0,0,26/03/2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0
35,1,3,75437,0,0,11/09/2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0
57,1,3,26091,1,1,25/02/2014,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0
40,1,2,52845,1,0,13/08/2013,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0
57,1,4,46086,0,1,11/03/2013,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0
56,3,5,78028,0,1,09/10/2012,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0
26,3,1,95169,0,0,10/09/2013,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0
32,4,2,56337,1,1,27/03/2013,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0
26,1,3,22434,1,0,13/02/2013,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0
59,3,2,36930,0,1,17/05/2013,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0
59,1,1,36130,0,1,02/02/2013,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0
59,2,2,65569,0,1,11/05/2012,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0
61,1,3,83844,0,0,05/12/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0
46,1,2,19514,1,1,26/01/2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0
50,3,1,36736,1,1,05/10/2013,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0
33,1,3,77568,0,1,25/08/2012,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0
38,3,3,49187,0,1,01/11/2014,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0
35,1,1,30168,1,0,03/07/2013,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0
44,2,3,34053,0,1,09/10/2012,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0
43,2,2,38196,1,1,18/04/2014,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0
63,2,2,59412,0,0,19/04/2014,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0
49,4,2,70924,0,0,04/07/2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0
